season,bowler,runs_conceded,balls_bowled,wickets,extras_conceded,wides,noballs,economy,bowling_avg,bowling_sr
2016,SR Watson,463,360,23,27,20,1,8.17,21.3,15.65
2016,STR Binny,132,104,1,2,2,0,7.73,134.0,104.0
2016,Sachin Baby,8,10,3,0,0,0,4.8,2.67,3.33
2016,Sandeep Sharma,357,309,19,17,9,0,7.26,19.68,16.26
2016,Shakib Al Hasan,239,190,5,8,4,0,7.8,49.4,38.0
2016,Swapnil Singh,29,18,0,0,0,0,9.67,inf,inf
2016,T Shamsi,147,96,3,4,0,0,9.44,50.33,32.0
2016,TA Boult,37,26,1,2,2,0,9.0,39.0,26.0
2016,TG Southee,319,268,9,14,10,0,7.46,37.0,29.78
2016,UT Yadav,227,163,12,19,5,2,9.06,20.5,13.58
2016,V Kohli,11,8,0,2,0,2,9.75,inf,inf
2016,VR Aaron,214,155,2,15,11,2,8.86,114.5,77.5
2016,YK Pathan,31,38,1,2,2,0,5.21,33.0,38.0
2016,YS Chahal,384,308,22,25,12,1,7.97,18.59,14.0
2016,Yuvraj Singh,51,38,0,1,1,0,8.21,inf,inf
2016,Z Khan,324,271,12,17,9,0,7.55,28.42,22.58
2017,A Choudhary,137,108,5,7,6,1,8.0,28.8,21.6
2017,A Mishra,339,237,10,6,4,0,8.73,34.5,23.7
2017,A Nehra,192,132,10,6,5,0,9.0,19.8,13.2
2017,A Zampa,160,122,7,4,3,0,8.07,23.43,17.43
2017,AB Dinda,114,65,2,7,5,0,11.17,60.5,32.5
2017,AD Mathews,55,31,0,2,1,0,11.03,inf,inf
2017,AF Milne,128,90,4,13,6,0,9.4,35.25,22.5
2017,AJ Tye,139,128,12,7,2,0,6.84,12.17,10.67
2017,AR Patel,356,294,15,10,6,0,7.47,24.4,19.6
2017,AS Rajpoot,104,87,4,9,3,0,7.79,28.25,21.75
2017,Ankit Sharma,16,6,0,0,0,0,16.0,inf,inf
2017,Ankit Soni,141,112,4,4,3,0,7.77,36.25,28.0
2017,Anureet Singh,26,12,0,0,0,0,13.0,inf,inf
2017,Avesh Khan,23,24,1,1,0,0,6.0,24.0,24.0
2017,B Kumar,358,324,28,26,9,1,7.11,13.71,11.57
2017,B Stanlake,68,50,2,2,2,0,8.4,35.0,25.0
2017,BA Stokes,305,274,14,22,10,0,7.16,23.36,19.57
2017,BB Sran,28,13,0,1,1,0,13.38,inf,inf
2017,BCJ Cutting,120,79,2,3,3,0,9.34,61.5,39.5
2017,Basil Thampi,414,278,15,14,10,0,9.24,28.53,18.53
2017,Bipul Sharma,127,100,3,4,2,0,7.86,43.67,33.33
2017,C de Grandhomme,129,102,4,7,4,2,8.0,34.0,25.5
2017,CH Morris,237,189,14,4,3,0,7.65,17.21,13.5
2017,CJ Anderson,177,121,4,10,8,0,9.27,46.75,30.25
2017,CJ Jordan,8,7,1,2,1,0,8.57,10.0,7.0
2017,CR Brathwaite,65,38,1,2,2,0,10.58,67.0,38.0
2017,CR Woakes,372,278,18,21,14,0,8.48,21.83,15.44
2017,DJ Hooda,42,24,2,0,0,0,10.5,21.0,12.0
2017,DL Chahar,72,44,1,3,2,0,10.23,75.0,44.0
2017,DR Smith,144,82,2,7,4,0,11.05,75.5,41.0
2017,DS Kulkarni,168,118,3,5,5,0,8.8,57.67,39.33
2017,DT Christian,289,249,12,14,9,0,7.3,25.25,20.75
2017,GJ Maxwell,124,115,7,2,1,0,6.57,18.0,16.43
2017,HH Pandya,207,162,6,12,6,0,8.11,36.5,27.0
2017,HV Patel,42,25,3,1,1,0,10.32,14.33,8.33
2017,Harbhajan Singh,265,247,8,4,1,0,6.53,33.62,30.88
2017,I Sharma,172,114,0,18,5,1,10.0,inf,inf
2017,IK Pathan,26,12,2,0,0,0,13.0,13.0,6.0
2017,Imran Tahir,364,286,19,6,3,1,7.76,19.47,15.05
2017,Iqbal Abdulla,51,34,2,4,4,0,9.71,27.5,17.0
2017,J Yadav,41,37,0,2,0,1,6.97,inf,inf
2017,JD Unadkat,318,279,27,12,4,0,7.1,12.22,10.33
2017,JJ Bumrah,432,373,23,23,3,8,7.32,19.78,16.22
2017,JP Faulkner,268,164,11,11,1,0,10.21,25.36,14.91
2017,K Rabada,174,137,8,24,7,2,8.67,24.75,17.12
2017,KA Pollard,29,12,0,1,1,0,15.0,inf,inf
2017,KC Cariappa,123,94,4,4,3,1,8.11,31.75,23.5
2017,KH Pandya,267,246,10,13,5,1,6.83,28.0,24.6
2017,KV Sharma,209,189,13,8,5,0,6.89,16.69,14.54
2017,Kuldeep Yadav,335,250,12,10,4,0,8.28,28.75,20.83
2017,LH Ferguson,84,87,5,12,9,0,6.62,19.2,17.4
2017,MC Henriques,240,148,2,8,3,1,10.05,124.0,74.0
2017,MG Johnson,135,125,9,12,5,0,7.06,16.33,13.89
2017,MJ Henry,70,31,2,1,1,0,13.74,35.5,15.5
2017,MJ McClenaghan,486,345,20,26,16,5,8.9,25.6,17.25
2017,MM Patel,57,42,1,1,0,0,8.29,58.0,42.0
2017,MM Sharma,406,277,13,6,2,1,8.92,31.69,21.31
2017,MN Samuels,34,18,0,0,0,0,11.33,inf,inf
2017,MP Stoinis,104,69,2,7,6,0,9.65,55.5,34.5
2017,MS Gony,29,15,0,3,3,0,12.8,inf,inf
2017,Mohammad Nabi,58,66,2,1,0,0,5.36,29.5,33.0
2017,Mohammed Shami,230,165,8,18,9,0,9.02,31.0,20.62
2017,Mohammed Siraj,209,141,10,5,3,0,9.11,21.4,14.1
2017,Mustafizur Rahman,33,17,0,1,1,0,12.0,inf,inf
2017,NB Singh,14,25,1,4,1,0,4.32,18.0,25.0
2017,NM Coulter-Nile,220,178,16,12,5,3,7.82,14.5,11.12
2017,P Kumar,140,108,6,14,9,0,8.56,25.67,18.0
2017,P Negi,190,200,17,12,7,0,6.06,11.88,11.76
2017,PJ Cummins,361,289,16,32,11,1,8.16,24.56,18.06
2017,PJ Sangwan,179,110,6,4,2,0,9.98,30.5,18.33
2017,PP Chawla,177,122,6,2,2,0,8.8,29.83,20.33
2017,R Bhatia,53,43,2,2,1,0,7.67,27.5,21.5
2017,R Tewatia,48,55,3,3,1,0,5.56,17.0,18.33
2017,R Vinay Kumar,28,20,2,3,2,0,9.3,15.5,10.0
2017,RA Jadeja,348,229,5,4,1,0,9.22,70.4,45.8
2017,RA Tripathi,12,6,0,0,0,0,12.0,inf,inf
2017,RD Chahar,54,46,2,5,4,0,7.7,29.5,23.0
2017,Rashid Khan,352,328,18,16,4,0,6.73,20.44,18.22
2017,S Aravind,268,190,5,10,6,1,8.78,55.6,38.0
2017,S Badree,186,151,9,5,1,0,7.59,21.22,16.78
2017,S Kaul,293,221,16,10,6,1,8.23,18.94,13.81
2017,S Kaushik,103,68,0,6,2,0,9.62,inf,inf
2017,S Nadeem,116,110,6,3,3,0,6.49,19.83,18.33
2017,SB Jakati,46,32,0,6,2,0,9.75,inf,inf
2017,SK Raina,102,72,1,0,0,0,8.5,102.0,72.0
2017,SL Malinga,360,287,11,28,16,2,8.11,35.27,26.09
2017,SN Thakur,301,239,13,18,10,0,8.01,24.54,18.38
2017,SP Narine,394,362,12,18,8,0,6.83,34.33,30.17
2017,SR Watson,241,165,5,5,4,0,8.95,49.2,33.0
2017,SS Agarwal,42,24,1,0,0,0,10.5,42.0,24.0
2017,STR Binny,49,37,4,1,1,0,8.11,12.5,9.25
2017,Sandeep Sharma,386,300,17,16,11,1,8.04,23.65,17.65
2017,Shakib Al Hasan,31,18,0,3,0,0,11.33,inf,inf
2017,Swapnil Singh,60,43,1,1,1,0,8.51,61.0,43.0
2017,T Natarajan,109,82,2,7,6,0,8.49,58.0,41.0
2017,TA Boult,211,148,5,11,5,0,9.0,44.4,29.6
2017,TG Southee,90,66,3,7,5,1,8.82,32.33,22.0
2017,TM Head,81,48,3,0,0,0,10.12,27.0,16.0
2017,TS Mills,144,111,5,13,4,0,8.49,31.4,22.2
2017,Tejas Baroka,33,21,0,0,0,0,9.43,inf,inf
2017,UT Yadav,394,304,18,38,13,0,8.53,24.0,16.89
2017,VR Aaron,154,129,7,16,8,1,7.91,24.29,18.43
2017,Washington Sundar,183,182,9,6,2,0,6.23,21.0,20.22
2017,YK Pathan,41,24,1,0,0,0,10.25,41.0,24.0
2017,YS Chahal,321,271,14,30,8,2,7.77,25.07,19.36
2017,Yuvraj Singh,22,12,2,1,0,0,11.5,11.5,6.0
2017,Z Khan,308,246,12,15,5,0,7.88,26.92,20.5
2018,A Dananjaya,46,25,0,1,1,0,11.28,inf,inf
2018,A Mishra,259,226,13,6,4,0,7.04,20.38,17.38
2018,AD Russell,343,239,13,17,11,1,9.04,27.69,18.38
2018,AJ Tye,431,353,28,28,15,2,7.8,16.39,12.61
2018,AR Patel,216,158,3,5,2,0,8.39,73.67,52.67
2018,AS Rajpoot,214,166,11,16,7,2,8.31,20.91,15.09
2018,Ankit Sharma,11,6,0,0,0,0,11.0,inf,inf
2018,Anureet Singh,42,24,2,0,0,0,10.5,21.0,12.0
2018,Avesh Khan,201,117,4,4,2,1,10.51,51.25,29.25
2018,B Kumar,345,286,10,12,7,2,7.49,35.7,28.6
2018,B Laughlin,203,134,9,9,7,1,9.49,23.56,14.89
2018,B Stanlake,126,100,5,4,4,0,7.8,26.0,20.0
2018,BA Stokes,293,232,9,14,9,1,7.94,34.11,25.78
2018,BB Sran,213,146,6,18,12,2,9.49,38.5,24.33
2018,BCJ Cutting,165,105,2,4,3,0,9.66,84.5,52.5
2018,Basil Thampi,113,62,5,2,1,0,11.13,23.0,12.4
2018,C de Grandhomme,118,97,3,14,7,0,8.16,44.0,32.33
2018,CH Morris,140,87,3,8,3,0,10.21,49.33,29.0
2018,CJ Anderson,110,56,5,7,4,0,12.54,23.4,11.2
2018,CJ Dala,33,19,0,1,1,0,10.74,inf,inf
2018,CJ Jordan,30,25,0,5,1,0,8.4,inf,inf
2018,CR Brathwaite,91,64,6,5,3,0,9.0,16.0,10.67
2018,CR Woakes,182,118,8,14,8,0,9.97,24.5,14.75
2018,DJ Bravo,516,338,18,22,17,0,9.55,29.89,18.78
2018,DJ Hooda,23,19,0,2,1,0,7.89,inf,inf
2018,DJ Willey,94,61,2,2,1,0,9.44,48.0,30.5
2018,DJM Short,19,18,1,4,0,0,7.67,23.0,18.0
2018,DL Chahar,259,248,10,22,17,2,6.8,28.1,24.8
2018,DS Kulkarni,181,126,4,8,7,0,9.0,47.25,31.5
2018,DT Christian,101,71,4,5,0,0,8.96,26.5,17.75
2018,GJ Maxwell,130,98,5,2,2,0,8.08,26.4,19.6
2018,HH Pandya,367,270,19,24,13,1,8.69,20.58,14.21
2018,HV Patel,160,109,7,9,4,0,9.3,24.14,15.57
2018,Harbhajan Singh,268,193,7,2,2,0,8.39,38.57,27.57
2018,IS Sodhi,135,138,5,2,0,0,5.96,27.4,27.6
2018,Imran Tahir,186,126,6,7,2,0,9.19,32.17,21.0
2018,JC Archer,309,249,15,20,14,2,7.93,21.93,16.6
2018,JD Unadkat,478,310,12,8,7,1,9.41,40.5,25.83
2018,JJ Bumrah,359,333,17,24,7,2,6.9,22.53,19.59
2018,JP Duminy,36,18,0,0,0,0,12.0,inf,inf
2018,JPR Scantlebury-Searles,86,45,2,3,3,0,11.87,44.5,22.5
2018,K Gowtham,308,244,12,13,4,0,7.89,26.75,20.33
2018,K Khejroliya,102,70,2,8,5,0,9.43,55.0,35.0
2018,KH Pandya,279,246,14,9,5,0,7.02,20.57,17.57
2018,KK Ahmed,37,19,0,2,1,0,12.32,inf,inf
2018,KM Asif,73,38,3,2,2,0,11.84,25.0,12.67
2018,KV Sharma,88,58,4,2,1,0,9.31,22.5,14.5
2018,Kuldeep Yadav,410,312,18,13,4,0,8.13,23.5,17.33
2018,L Ngidi,149,163,13,13,7,0,5.96,12.46,12.54
2018,LE Plunkett,221,154,4,7,4,0,8.88,57.0,38.5
2018,M Ashwin,50,45,3,4,3,0,7.2,18.0,15.0
2018,M Markande,364,268,15,12,4,0,8.42,25.07,17.87
2018,M Prasidh Krishna,251,177,12,10,9,0,8.85,21.75,14.75
2018,MA Wood,48,25,0,2,1,0,12.0,inf,inf
2018,MG Johnson,209,133,2,9,7,0,9.83,109.0,66.5
2018,MJ McClenaghan,317,250,16,23,9,1,8.16,21.25,15.62
2018,MK Lomror,27,18,0,0,0,0,9.0,inf,inf
2018,MK Tiwary,7,7,0,3,1,0,8.57,inf,inf
2018,MM Ali,95,81,6,3,2,0,7.26,16.33,13.5
2018,MM Sharma,314,186,7,14,6,2,10.58,46.86,26.57
2018,MP Stoinis,120,66,3,1,0,0,11.0,40.33,22.0
2018,Mohammad Nabi,47,30,1,0,0,0,9.4,47.0,30.0
2018,Mohammed Shami,142,85,3,2,2,0,10.16,48.0,28.33
2018,Mohammed Siraj,345,264,12,27,18,0,8.45,31.0,22.0
2018,Mujeeb Ur Rahman,282,254,15,10,6,0,6.9,19.47,16.93
2018,Mustafizur Rahman,228,167,9,4,0,2,8.34,25.78,18.56
2018,N Rana,43,38,4,1,1,0,6.95,11.0,9.5
2018,P Negi,49,24,1,0,0,0,12.25,49.0,24.0
2018,PJ Sangwan,19,12,0,1,0,0,10.0,inf,inf
2018,PP Chawla,410,296,14,9,2,0,8.49,29.93,21.14
2018,R Ashwin,399,314,11,12,10,0,7.85,37.36,28.55
2018,R Tewatia,171,134,6,3,2,0,7.79,29.0,22.33
2018,R Vinay Kumar,63,25,2,2,1,1,15.6,32.5,12.5
2018,RA Jadeja,295,250,12,15,4,0,7.44,25.83,20.83
2018,Rashid Khan,455,411,23,11,3,0,6.8,20.26,17.87
2018,S Gopal,234,188,12,5,2,0,7.63,19.92,15.67
2018,S Kaul,541,402,24,17,5,1,8.33,23.25,16.75
2018,S Lamichhane,81,73,5,5,1,0,7.07,17.2,14.6
2018,S Nadeem,159,92,5,3,2,0,10.57,32.4,18.4
2018,SN Thakur,416,295,17,17,15,0,8.81,25.47,17.35
2018,SP Narine,462,371,17,11,5,0,7.65,27.82,21.82
2018,SR Watson,243,176,7,9,8,0,8.59,36.0,25.14
2018,STR Binny,31,14,0,2,1,1,14.14,inf,inf
2018,Sandeep Sharma,324,273,14,10,9,0,7.34,23.86,19.5
2018,Shakib Al Hasan,451,345,16,7,3,0,7.97,28.62,21.56
2018,Shivam Mavi,258,179,7,15,10,1,9.15,39.0,25.57
2018,TA Boult,454,327,20,22,10,1,8.73,23.8,16.35
2018,TG Southee,252,183,8,11,8,1,8.62,32.88,22.88
2018,TK Curran,115,64,6,3,1,2,11.06,19.67,10.67
2018,UT Yadav,406,331,20,18,10,2,7.69,21.2,16.55
2018,V Shankar,54,34,1,4,3,1,10.24,58.0,34.0
2018,Washington Sundar,186,122,4,8,2,0,9.54,48.5,30.5
2018,YK Pathan,14,12,1,0,0,0,7.0,14.0,12.0
2018,YS Chahal,346,313,12,28,10,3,7.17,31.17,26.08
2018,Yuvraj Singh,22,13,0,1,1,0,10.62,inf,inf
2019,A Mishra,267,243,11,4,3,0,6.69,24.64,22.09
2019,AD Russell,286,182,11,2,1,0,9.49,26.18,16.55
2019,AJ Tye,228,137,3,5,5,0,10.2,77.67,45.67
2019,AR Patel,363,307,12,5,1,0,7.19,30.67,25.58
2019,AS Joseph,84,55,6,5,3,0,9.71,14.83,9.17
2019,AS Rajpoot,146,102,3,11,1,5,9.24,52.33,34.0
2019,AS Roy,8,15,1,3,3,0,4.4,11.0,15.0
2019,Abhishek Sharma,20,13,1,1,0,1,9.69,21.0,13.0
2019,Arshdeep Singh,104,65,3,13,5,0,10.8,39.0,21.67
2019,Avesh Khan,29,19,0,1,1,0,9.47,inf,inf
2019,B Kumar,447,367,14,19,12,1,7.62,33.29,26.21
2019,BA Stokes,181,109,6,19,7,1,11.01,33.33,18.17
2019,BB Sran,50,25,0,1,1,0,12.24,inf,inf
2019,BCJ Cutting,27,12,1,0,0,0,13.5,27.0,12.0
2019,Basil Thampi,109,73,0,6,0,1,9.45,inf,inf
2019,C de Grandhomme,54,31,0,1,1,0,10.65,inf,inf
2019,CH Morris,298,206,13,16,6,2,9.15,24.15,15.85
2019,CR Brathwaite,26,21,0,3,3,0,8.29,inf,inf
2019,CV Varun,35,18,1,0,0,0,11.67,35.0,18.0
2019,DJ Bravo,314,263,13,22,14,2,7.67,25.85,20.23
2019,DJ Hooda,20,13,1,1,1,0,9.69,21.0,13.0
2019,DL Chahar,469,400,22,17,10,3,7.29,22.09,18.18
2019,DS Kulkarni,326,219,6,10,8,1,9.21,56.0,36.5
2019,DW Steyn,69,48,4,5,0,0,9.25,18.5,12.0
2019,GC Viljoen,210,146,8,19,8,0,9.41,28.62,18.25
2019,GH Vihari,9,6,0,0,0,0,9.0,inf,inf
2019,HF Gurney,231,169,7,8,6,1,8.49,34.14,24.14
2019,HH Pandya,376,269,16,21,13,1,8.86,24.81,16.81
2019,HV Patel,69,52,3,8,3,1,8.88,25.67,17.33
2019,Harbhajan Singh,305,269,18,10,5,0,7.03,17.5,14.94
2019,Harpreet Brar,48,30,0,0,0,0,9.6,inf,inf
2019,I Sharma,337,285,14,27,9,0,7.66,26.0,20.36
2019,IS Sodhi,66,44,4,1,1,0,9.14,16.75,11.0
2019,Imran Tahir,426,388,26,14,2,0,6.8,16.92,14.92
2019,J Suchith,28,24,2,0,0,0,7.0,14.0,12.0
2019,J Yadav,49,43,1,1,0,1,6.98,50.0,43.0
2019,JC Archer,285,264,12,21,4,2,6.95,25.5,22.0
2019,JD Unadkat,386,236,11,18,12,0,10.27,36.73,21.45
2019,JJ Bumrah,408,382,23,25,4,4,6.8,18.83,16.61
2019,JP Behrendorff,162,117,5,6,3,0,8.62,33.6,23.4
2019,K Gowtham,164,122,1,7,2,0,8.41,171.0,122.0
2019,K Khejroliya,45,31,1,2,1,0,9.1,47.0,31.0
2019,K Rabada,363,298,29,19,10,0,7.69,13.17,10.28
2019,KC Cariappa,33,13,0,1,1,0,15.69,inf,inf
2019,KH Pandya,329,282,12,8,6,0,7.17,28.08,23.5
2019,KK Ahmed,274,222,20,18,13,0,7.89,14.6,11.1
2019,KMA Paul,216,180,10,23,12,5,7.97,23.9,18.0
2019,KV Sharma,33,17,1,0,0,0,11.65,33.0,17.0
2019,Kuldeep Yadav,282,202,5,4,4,0,8.5,57.2,40.4
2019,LH Ferguson,178,107,2,7,5,0,10.37,92.5,53.5
2019,LS Livingstone,13,6,0,0,0,0,13.0,inf,inf
2019,M Ashwin,247,211,5,10,6,1,7.31,51.4,42.2
2019,M Markande,58,37,1,1,1,0,9.57,59.0,37.0
2019,M Prasidh Krishna,374,260,5,20,8,4,9.09,78.8,52.0
2019,MJ McClenaghan,136,114,3,7,6,0,7.53,47.67,38.0
2019,MJ Santner,83,88,4,11,3,1,6.41,23.5,22.0
2019,MM Ali,168,151,7,1,1,0,6.72,24.14,21.57
2019,MM Sharma,27,18,1,0,0,0,9.0,27.0,18.0
2019,MP Stoinis,142,103,2,5,3,0,8.56,73.5,51.5
2019,Mandeep Singh,26,12,0,0,0,0,13.0,inf,inf
2019,Mohammad Nabi,194,175,8,7,0,0,6.89,25.12,21.88
2019,Mohammed Shami,461,331,22,16,6,1,8.65,21.68,15.05
2019,Mohammed Siraj,255,179,8,16,8,2,9.08,33.88,22.38
2019,Mujeeb Ur Rahman,175,123,3,18,9,0,9.41,64.33,41.0
2019,N Rana,70,50,3,3,2,0,8.76,24.33,16.67
2019,NA Saini,386,299,12,24,6,5,8.23,34.17,24.92
2019,O Thomas,76,63,5,9,1,2,8.1,17.0,12.6
2019,P Negi,99,70,3,4,3,0,8.83,34.33,23.33
2019,P Ray Barman,56,24,0,0,0,0,14.0,inf,inf
2019,PP Chawla,399,267,10,6,0,0,9.1,40.5,26.7
2019,R Ashwin,388,342,17,12,12,0,7.02,23.53,20.12
2019,R Parag,121,84,2,0,0,0,8.64,60.5,42.0
2019,R Tewatia,41,39,2,1,1,0,6.46,21.0,19.5
2019,RA Jadeja,341,326,15,6,2,0,6.39,23.13,21.73
2019,RD Chahar,303,287,13,7,5,0,6.48,23.85,22.08
2019,Rashid Khan,380,367,19,16,4,0,6.47,20.84,19.32
2019,Rasikh Salam,39,27,0,3,1,2,9.33,inf,inf
2019,S Dube,7,11,0,1,1,0,4.36,inf,inf
2019,S Gopal,346,289,20,4,0,1,7.27,17.5,14.45
2019,S Kaul,235,169,6,8,5,2,8.63,40.5,28.17
2019,S Lamichhane,210,138,9,1,0,0,9.17,23.44,15.33
2019,S Midhun,26,13,0,3,1,0,13.38,inf,inf
2019,S Nadeem,90,54,3,1,0,0,10.11,30.33,18.0
2019,S Sandeep Warrier,84,73,2,2,0,1,7.07,43.0,36.5
2019,SC Kuggeleijn,69,50,2,2,2,0,8.52,35.5,25.0
2019,SE Rutherford,54,46,1,6,5,0,7.83,60.0,46.0
2019,SK Raina,6,6,0,0,0,0,6.0,inf,inf
2019,SL Malinga,427,280,18,25,9,2,9.69,25.11,15.56
2019,SM Curran,314,207,11,11,8,1,9.42,29.55,18.82
2019,SN Khan,6,2,0,0,0,0,18.0,inf,inf
2019,SN Thakur,271,190,9,14,10,0,9.0,31.67,21.11
2019,SP Narine,336,273,11,17,7,0,7.76,32.09,24.82
2019,STR Binny,43,43,1,1,1,0,6.14,44.0,43.0
2019,Sandeep Sharma,343,265,13,12,9,0,8.04,27.31,20.38
2019,Shakib Al Hasan,94,66,2,1,1,0,8.64,47.5,33.0
2019,TA Boult,156,120,5,7,6,0,8.15,32.6,24.0
2019,TG Southee,110,58,1,13,4,0,12.72,123.0,58.0
2019,UT Yadav,360,238,9,15,10,1,9.45,41.67,26.44
2019,V Shankar,66,52,2,4,3,1,8.08,35.0,26.0
2019,VR Aaron,114,74,4,14,2,0,10.38,32.0,18.5
2019,Washington Sundar,74,54,4,1,0,0,8.33,18.75,13.5
2019,Y Prithvi Raj,54,33,1,3,3,0,10.36,57.0,33.0
2019,YK Pathan,8,6,0,0,0,0,8.0,inf,inf
2019,YS Chahal,374,308,18,20,12,0,7.68,21.89,17.11
2021,A Mishra,180,145,9,1,0,1,7.49,20.11,16.11
2021,A Nortje,676,563,35,51,15,0,7.75,20.77,16.09
2021,A Zampa,91,67,2,1,1,0,8.24,46.0,33.5
2021,AD Russell,348,236,18,19,12,2,9.33,20.39,13.11
2021,AF Milne,128,87,4,7,2,1,9.31,33.75,21.75
2021,AJ Tye,47,27,2,7,2,1,12.0,27.0,13.5
2021,AK Markram,22,25,0,1,1,0,5.52,inf,inf
2021,AR Patel,634,593,27,10,5,0,6.52,23.85,21.96
2021,AS Rajpoot,186,115,2,20,11,2,10.75,103.0,57.5
2021,AU Rashid,35,18,0,0,0,0,11.67,inf,inf
2021,Abdul Samad,100,49,2,5,1,0,12.86,52.5,24.5
2021,Abhishek Sharma,150,124,6,8,4,0,7.65,26.33,20.67
2021,Akash Singh,39,24,0,0,0,0,9.75,inf,inf
2021,Arshdeep Singh,535,421,31,32,23,1,8.08,18.29,13.58
2021,Avesh Khan,473,408,27,35,17,1,7.47,18.81,15.11
2021,B Kumar,424,347,11,13,9,1,7.56,39.73,31.55
2021,BA Stokes,159,102,2,12,4,2,10.06,85.5,51.0
2021,Basil Thampi,46,24,1,0,0,0,11.5,46.0,24.0
2021,C Sakariya,403,334,14,31,18,4,7.8,31.0,23.86
2021,CH Gayle,5,5,0,0,0,0,6.0,inf,inf
2021,CH Morris,552,466,29,56,30,0,7.83,20.97,16.07
2021,CJ Green,24,17,0,0,0,0,8.47,inf,inf
2021,CJ Jordan,394,284,16,29,16,1,8.94,26.44,17.75
2021,CR Woakes,81,67,5,4,0,1,7.61,17.0,13.4
2021,CV Varun,795,729,37,18,6,3,6.69,21.97,19.7
2021,DA Warner,1,2,0,1,1,0,6.0,inf,inf
2021,DJ Bravo,414,356,22,30,28,0,7.48,20.18,16.18
2021,DJ Hooda,145,102,2,1,0,0,8.59,73.0,51.0
2021,DL Chahar,823,660,28,32,24,0,7.77,30.54,23.57
2021,DR Sams,146,115,1,7,6,1,7.98,153.0,115.0
2021,DS Kulkarni,66,46,0,4,4,0,9.13,inf,inf
2021,DT Christian,151,104,4,5,4,0,9.0,39.0,26.0
2021,DW Steyn,128,75,1,6,5,0,10.72,134.0,75.0
2021,FA Allen,89,67,1,1,1,0,8.06,90.0,67.0
2021,GD Phillips,19,13,1,1,1,0,9.23,20.0,13.0
2021,GHS Garton,128,97,3,8,5,2,8.41,45.33,32.33
2021,GJ Maxwell,301,225,6,5,3,0,8.16,51.0,37.5
2021,HV Patel,561,459,38,35,23,8,7.79,15.68,12.08
2021,Harbhajan Singh,60,45,0,3,2,1,8.4,inf,inf
2021,Harpreet Brar,174,166,5,9,4,0,6.61,36.6,33.2
2021,I Sharma,121,92,1,3,2,0,8.09,124.0,92.0
2021,I Udana,274,182,8,12,8,0,9.43,35.75,22.75
2021,IC Porel,37,26,1,5,2,0,9.69,42.0,26.0
2021,Imran Tahir,90,92,4,4,2,0,6.13,23.5,23.0
2021,J Suchith,66,42,1,0,0,0,9.43,66.0,42.0
2021,J Yadav,169,148,4,5,4,0,7.05,43.5,37.0
2021,JA Richardson,114,69,3,8,3,0,10.61,40.67,23.0
2021,JC Archer,354,345,20,19,9,2,6.49,18.65,17.25
2021,JD Unadkat,386,278,9,11,8,0,8.57,44.11,30.89
2021,JDS Neesham,211,147,7,6,3,0,8.86,31.0,21.0
2021,JJ Bumrah,792,731,52,66,23,6,7.04,16.5,14.06
2021,JL Pattinson,311,222,11,10,9,0,8.68,29.18,20.18
2021,JO Holder,456,379,31,31,20,0,7.71,15.71,12.23
2021,JR Hazlewood,351,276,12,23,6,0,8.13,31.17,23.0
2021,Jalaj S Saxena,27,18,0,0,0,0,9.0,inf,inf
2021,K Gowtham,84,48,1,0,0,0,10.5,84.0,48.0
2021,K Rabada,978,760,48,51,22,5,8.12,21.44,15.83
2021,K Yadav,16,12,0,1,0,0,8.5,inf,inf
2021,KA Jamieson,258,179,9,13,8,3,9.08,30.11,19.89
2021,KA Pollard,267,223,10,18,17,1,7.67,28.5,22.3
2021,KH Pandya,610,525,11,44,23,2,7.47,59.45,47.73
2021,KK Ahmed,451,326,15,19,9,1,8.65,31.33,21.73
2021,KL Nagarkoti,252,172,5,6,4,0,9.0,51.6,34.4
2021,KM Asif,17,14,1,1,0,1,7.71,18.0,14.0
2021,KS Williamson,24,12,0,0,0,0,12.0,inf,inf
2021,KV Sharma,161,118,5,4,4,0,8.39,33.0,23.6
2021,KW Richardson,28,19,1,1,1,0,9.16,29.0,19.0
2021,Kartik Tyagi,468,334,14,29,19,2,8.93,35.5,23.86
2021,Kuldeep Yadav,89,75,1,6,2,1,7.6,95.0,75.0
2021,L Ngidi,281,179,15,17,9,2,9.99,19.87,11.93
2021,LH Ferguson,363,313,23,16,8,3,7.27,16.48,13.61
2021,LI Meriwala,31,19,1,1,0,1,10.11,32.0,19.0
2021,Lalit Yadav,101,84,4,0,0,0,7.21,25.25,21.0
2021,M Ashwin,325,262,11,15,6,1,7.79,30.91,23.82
2021,M Jansen,41,40,3,6,3,1,7.05,15.67,13.33
2021,M Markande,26,18,0,0,0,0,8.67,inf,inf
2021,M Prasidh Krishna,489,362,16,33,16,10,8.65,32.62,22.62
2021,MC Henriques,44,61,4,3,1,0,4.62,11.75,15.25
2021,MJ Santner,53,42,2,0,0,0,7.57,26.5,21.0
2021,MK Lomror,46,43,1,1,1,0,6.56,47.0,43.0
2021,MM Ali,199,186,8,6,3,1,6.61,25.62,23.25
2021,MM Sharma,44,25,1,1,0,1,10.8,45.0,25.0
2021,MP Stoinis,391,253,15,20,7,1,9.75,27.4,16.87
2021,MR Marsh,6,4,0,0,0,0,9.0,inf,inf
2021,Mohammad Nabi,106,74,2,4,2,0,8.92,55.0,37.0
