season,bowler,runs_conceded,balls_bowled,wickets,extras_conceded,wides,noballs,economy,bowling_avg,bowling_sr
2021,Mohammed Shami,836,665,43,46,16,3,7.96,20.51,15.47
2021,Mohammed Siraj,571,493,22,39,17,1,7.42,27.73,22.41
2021,Monu Kumar,16,16,0,4,3,1,7.5,inf,inf
2021,Mujeeb Ur Rahman,107,75,2,6,3,0,9.04,56.5,37.5
2021,Mustafizur Rahman,416,327,18,32,14,2,8.22,24.89,18.17
2021,N Rana,34,25,0,1,1,0,8.4,inf,inf
2021,NA Saini,392,307,8,27,12,3,8.19,52.38,38.38
2021,NM Coulter-Nile,321,286,13,16,9,1,7.07,25.92,22.0
2021,NT Ellis,88,68,1,3,2,0,8.03,91.0,68.0
2021,Navdeep Saini,25,12,0,1,0,0,13.0,inf,inf
2021,P Dubey,72,48,0,0,0,0,9.0,inf,inf
2021,PJ Cummins,619,489,21,42,16,0,8.11,31.48,23.29
2021,PP Chawla,227,152,8,2,1,1,9.04,28.62,19.0
2021,PWH de Silva,60,36,0,0,0,0,10.0,inf,inf
2021,R Ashwin,706,590,23,21,15,1,7.39,31.61,25.65
2021,R Parag,96,52,2,4,3,0,11.54,50.0,26.0
2021,R Tewatia,649,515,19,20,15,2,7.79,35.21,27.11
2021,RA Jadeja,655,521,19,10,7,2,7.66,35.0,27.42
2021,RD Chahar,743,584,29,20,8,0,7.84,26.31,20.14
2021,RG Sharma,13,7,0,0,0,0,11.14,inf,inf
2021,RP Meredith,159,108,4,12,5,1,9.5,42.75,27.0
2021,RV Patel,20,20,0,2,2,0,6.6,inf,inf
2021,Rashid Khan,707,740,39,46,10,0,6.11,19.31,18.97
2021,Ravi Bishnoi,587,538,27,34,16,0,6.93,23.0,19.93
2021,S Dube,120,86,5,8,2,0,8.93,25.6,17.2
2021,S Gopal,506,347,10,7,5,0,8.87,51.3,34.7
2021,S Kaul,308,207,10,9,1,2,9.19,31.7,20.7
2021,S Nadeem,209,161,7,6,2,3,8.01,30.71,23.0
2021,S Sandeep Warrier,46,33,0,3,3,0,8.91,inf,inf
2021,SM Curran,648,474,24,32,20,4,8.61,28.33,19.75
2021,SN Thakur,764,591,32,46,34,4,8.22,25.31,18.47
2021,SP Narine,653,574,24,24,8,2,7.08,28.21,23.92
2021,SS Cottrell,161,131,6,16,11,0,8.11,29.5,21.83
2021,Sandeep Sharma,568,462,17,10,8,1,7.51,34.0,27.18
2021,Shahbaz Ahmed,135,121,9,2,1,0,6.79,15.22,13.44
2021,Shakib Al Hasan,185,157,5,3,1,0,7.18,37.6,31.4
2021,Shivam Mavi,428,366,21,28,14,3,7.48,21.71,17.43
2021,T Natarajan,559,439,21,31,13,1,8.06,28.1,20.9
2021,T Shamsi,34,24,0,0,0,0,8.5,inf,inf
2021,TA Boult,859,671,40,23,14,1,7.89,22.05,16.77
2021,TG Southee,93,74,5,2,2,0,7.7,19.0,14.8
2021,TK Curran,301,188,7,13,10,1,10.02,44.86,26.86
2021,TU Deshpande,184,110,3,9,7,1,10.53,64.33,36.67
2021,UT Yadav,79,46,1,7,3,1,11.22,86.0,46.0
2021,Umran Malik,93,75,2,3,3,0,7.68,48.0,37.5
2021,V Shankar,170,156,8,12,8,3,7.0,22.75,19.5
2021,VR Aaron,87,54,0,9,4,2,10.67,inf,inf
2021,VR Iyer,66,54,3,5,2,1,7.89,23.67,18.0
2021,Washington Sundar,411,400,12,8,3,1,6.28,34.92,33.33
2021,YS Chahal,766,671,41,29,8,2,7.11,19.39,16.37
2022,A Badoni,11,12,2,1,0,0,6.0,6.0,6.0
2022,A Nortje,208,143,9,11,5,4,9.19,24.33,15.89
2022,AD Russell,267,176,21,15,6,1,9.61,13.43,8.38
2022,AF Milne,19,15,0,0,0,0,7.6,inf,inf
2022,AJ Tye,104,69,3,9,3,0,9.83,37.67,23.0
2022,AK Markram,64,36,1,0,0,0,10.67,64.0,36.0
2022,AR Patel,317,261,6,6,3,0,7.43,53.83,43.5
2022,AS Joseph,258,185,8,11,4,1,8.72,33.62,23.12
2022,AS Roy,55,42,1,0,0,0,7.86,55.0,42.0
2022,Abdul Samad,8,6,0,0,0,0,8.0,inf,inf
2022,Abhishek Sharma,38,24,0,1,0,0,9.75,inf,inf
2022,Akash Deep,199,119,6,7,4,2,10.39,34.33,19.83
2022,Aman Hakim Khan,13,6,0,0,0,0,13.0,inf,inf
2022,Arshdeep Singh,364,317,12,38,13,4,7.61,33.5,26.42
2022,Avesh Khan,398,300,19,25,13,1,8.46,22.26,15.79
2022,B Kumar,358,330,13,36,15,2,7.16,30.31,25.38
2022,Basil Thampi,146,102,5,12,6,0,9.29,31.6,20.4
2022,C Sakariya,78,71,3,9,5,0,7.35,29.0,23.67
2022,CJ Jordan,132,80,3,4,1,2,10.2,45.33,26.67
2022,CV Varun,321,245,6,17,8,3,8.28,56.33,40.83
2022,D Brevis,8,3,1,0,0,0,16.0,8.0,3.0
2022,D Pretorius,198,138,7,15,12,0,9.26,30.43,19.71
2022,DG Nalkande,57,33,2,2,2,0,10.73,29.5,16.5
2022,DJ Bravo,276,229,17,27,20,3,7.94,17.82,13.47
2022,DJ Hooda,43,24,1,0,0,0,10.75,43.0,24.0
2022,DJ Mitchell,26,13,0,1,1,0,12.46,inf,inf
2022,DJ Willey,72,66,1,3,0,0,6.82,75.0,66.0
2022,DR Sams,343,274,14,32,21,1,8.21,26.79,19.57
2022,FA Allen,46,24,1,0,0,0,11.5,46.0,24.0
2022,Fazalhaq Farooqi,106,76,2,4,4,0,8.68,55.0,38.0
2022,GJ Maxwell,163,146,8,3,2,0,6.82,20.75,18.25
2022,HH Pandya,216,189,8,10,5,1,7.17,28.25,23.62
2022,HR Shokeen,123,94,2,7,4,0,8.3,65.0,47.0
2022,HV Patel,385,338,21,36,17,0,7.47,20.05,16.1
2022,Harpreet Brar,141,100,4,7,4,0,8.88,37.0,25.0
2022,Harshit Rana,50,31,1,2,0,1,10.06,52.0,31.0
2022,J Suchith,132,115,7,9,7,0,7.36,20.14,16.43
2022,JD Unadkat,186,123,7,5,3,0,9.32,27.29,17.57
2022,JDS Neesham,29,18,0,0,0,0,9.67,inf,inf
2022,JJ Bumrah,376,327,16,16,6,1,7.19,24.5,20.44
2022,JO Holder,374,266,16,25,17,0,9.0,24.94,16.62
2022,JR Hazlewood,367,289,21,13,10,0,7.89,18.1,13.76
2022,K Gowtham,99,72,5,2,0,0,8.42,20.2,14.4
2022,K Kartikeya,102,78,5,1,0,0,7.92,20.6,15.6
2022,K Rabada,386,303,23,28,12,3,8.2,18.0,13.17
2022,KA Pollard,122,87,4,8,3,0,8.97,32.5,21.75
2022,KH Pandya,261,232,11,8,4,0,6.96,24.45,21.09
2022,KK Ahmed,308,242,16,7,6,1,7.81,19.69,15.12
2022,KL Nagarkoti,28,13,0,1,1,0,13.38,inf,inf
2022,KR Sen,230,157,8,10,6,0,9.17,30.0,19.62
2022,Kartik Tyagi,73,54,1,6,4,2,8.78,79.0,54.0
2022,Kuldeep Yadav,411,306,21,9,8,0,8.24,20.0,14.57
2022,LH Ferguson,411,298,16,22,11,1,8.72,27.06,18.62
2022,LS Livingstone,196,144,6,6,6,0,8.42,33.67,24.0
2022,Lalit Yadav,148,110,4,4,1,1,8.29,38.0,27.5
2022,M Ashwin,223,179,9,10,5,0,7.81,25.89,19.89
2022,M Jansen,261,201,7,17,9,0,8.3,39.71,28.71
2022,M Markande,57,42,1,4,0,0,8.71,61.0,42.0
2022,M Pathirana,41,48,2,15,7,0,7.0,28.0,24.0
2022,M Prasidh Krishna,505,432,21,59,30,3,7.83,26.86,20.57
2022,M Theekshana,259,212,12,8,2,0,7.56,22.25,17.67
2022,MJ Santner,130,114,4,5,0,0,7.11,33.75,28.5
2022,MK Lomror,18,12,0,0,0,0,9.0,inf,inf
2022,MM Ali,155,146,8,4,3,0,6.53,19.88,18.25
2022,MP Stoinis,77,44,4,2,2,0,10.77,19.75,11.0
2022,MR Marsh,98,76,4,4,4,0,8.05,25.5,19.0
2022,Mohammed Shami,460,378,21,31,12,0,7.79,23.38,18.0
2022,Mohammed Siraj,486,325,9,39,16,3,9.69,58.33,36.11
2022,Mohsin Khan,185,206,14,17,8,0,5.88,14.43,14.71
2022,Mukesh Choudhary,406,291,16,19,18,0,8.76,26.56,18.19
2022,Mustafizur Rahman,237,199,9,11,7,0,7.48,27.56,22.11
2022,N Rana,23,12,0,0,0,0,11.5,inf,inf
2022,NM Coulter-Nile,46,20,0,3,1,1,14.7,inf,inf
2022,NT Ellis,51,40,4,6,3,1,8.55,14.25,10.0
2022,Navdeep Saini,69,39,3,4,2,1,11.23,24.33,13.0
2022,OC McCoy,219,173,11,23,16,2,8.39,22.0,15.73
2022,OF Smith,173,95,7,6,4,1,11.31,25.57,13.57
2022,PH Solanki,38,36,2,1,0,0,6.5,19.5,18.0
2022,PJ Cummins,200,127,8,19,8,0,10.35,27.38,15.88
2022,PJ Sangwan,63,56,3,3,2,0,7.07,22.0,18.67
2022,PVD Chameera,366,278,11,27,12,2,8.48,35.73,25.27
2022,PWH de Silva,425,346,27,14,4,0,7.61,16.26,12.81
2022,R Ashwin,485,419,13,21,16,1,7.25,38.92,32.23
2022,R Dhawan,151,119,6,13,5,0,8.27,27.33,19.83
2022,R Parag,57,26,1,2,2,0,13.62,59.0,26.0
2022,R Powell,16,7,0,1,1,0,14.57,inf,inf
2022,R Sai Kishore,119,98,6,3,2,0,7.47,20.33,16.33
2022,R Sanjay Yadav,21,14,0,2,2,0,9.86,inf,inf
2022,R Shepherd,93,57,4,5,3,0,10.32,24.5,14.25
2022,R Tewatia,76,36,1,0,0,0,12.67,76.0,36.0
2022,RA Jadeja,243,203,6,9,5,0,7.45,42.0,33.83
2022,RD Chahar,344,290,14,21,10,0,7.55,26.07,20.71
2022,RP Meredith,215,181,10,26,13,0,7.99,24.1,18.1
2022,Ramandeep Singh,49,41,6,6,5,0,8.05,9.17,6.83
2022,Rashid Khan,414,386,20,14,3,0,6.65,21.4,19.3
2022,Rasikh Salam,28,24,0,0,0,0,7.0,inf,inf
2022,Ravi Bishnoi,440,340,14,22,13,3,8.15,33.0,24.29
2022,S Dube,34,14,0,6,2,0,17.14,inf,inf
2022,S Gopal,34,18,1,0,0,0,11.33,34.0,18.0
2022,S Kaul,43,24,0,0,0,0,10.75,inf,inf
2022,SA Abbott,44,27,1,3,3,0,10.44,47.0,27.0
2022,SN Thakur,443,315,16,42,24,1,9.24,30.31,19.69
2022,SP Narine,305,342,10,14,6,0,5.6,31.9,34.2
2022,SS Iyer,7,6,0,0,0,0,7.0,inf,inf
2022,Sandeep Sharma,146,126,3,10,6,0,7.43,52.0,42.0
2022,Shahbaz Ahmed,326,220,4,15,9,1,9.3,85.25,55.0
2022,Shashank Singh,19,13,0,1,1,0,9.23,inf,inf
2022,Shivam Mavi,217,142,5,12,8,2,9.68,45.8,28.4
2022,Simarjeet Singh,129,113,4,14,4,1,7.59,35.75,28.25
2022,T Natarajan,387,272,20,23,14,0,9.04,20.5,13.6
2022,TA Boult,473,387,18,28,15,0,7.77,27.83,21.5
2022,TG Southee,265,220,16,19,9,1,7.75,17.75,13.75
2022,TS Mills,184,107,6,8,5,0,10.77,32.0,17.83
2022,TU Deshpande,62,43,1,5,1,0,9.35,67.0,43.0
2022,Tilak Varma,13,12,0,0,0,0,6.5,inf,inf
2022,UT Yadav,330,297,16,24,4,5,7.15,22.12,18.56
2022,Umran Malik,418,313,23,37,14,4,8.72,19.78,13.61
2022,V Shankar,14,10,1,1,1,0,9.0,15.0,10.0
2022,VG Arora,161,110,4,4,3,0,9.0,41.25,27.5
2022,VR Aaron,49,33,2,4,3,0,9.64,26.5,16.5
2022,VR Iyer,46,24,0,0,0,0,11.5,inf,inf
2022,Washington Sundar,236,170,6,3,1,1,8.44,39.83,28.33
2022,YBK Jaiswal,6,1,0,0,0,0,36.0,inf,inf
2022,YS Chahal,506,429,29,30,21,0,7.5,18.48,14.79
2022,Yash Dayal,283,205,13,13,10,3,8.66,22.77,15.77
2023,A Badoni,0,1,0,0,0,0,0.0,inf,inf
2023,A Mishra,148,115,7,3,1,0,7.88,21.57,16.43
2023,A Nortje,353,251,11,17,8,3,8.84,33.64,22.82
2023,A Zampa,186,133,9,3,1,0,8.53,21.0,14.78
2023,AD Russell,164,99,7,9,5,3,10.48,24.71,14.14
2023,AJ Hosein,40,24,1,1,0,0,10.25,41.0,24.0
2023,AK Markram,70,49,1,1,0,0,8.69,71.0,49.0
2023,AR Patel,328,288,11,16,6,0,7.17,31.27,26.18
2023,AS Joseph,219,150,7,7,6,0,9.04,32.29,21.43
2023,AS Roy,62,51,3,3,3,0,7.65,21.67,17.0
2023,AU Rashid,56,42,2,0,0,0,8.0,28.0,21.0
2023,Abhishek Sharma,121,75,2,6,3,0,10.16,63.5,37.5
2023,Akash Deep,56,33,1,7,1,2,11.45,63.0,33.0
2023,Akash Madhwal,212,160,16,10,2,5,8.32,13.88,10.0
2023,Akash Singh,185,117,5,3,3,0,9.64,37.6,23.4
2023,Arjun Tendulkar,83,68,4,12,8,1,8.38,23.75,17.0
2023,Arshad Khan,176,97,5,16,12,0,11.88,38.4,19.4
2023,Arshdeep Singh,474,324,18,23,19,0,9.2,27.61,18.0
2023,Avesh Khan,277,176,8,10,2,0,9.78,35.88,22.0
2023,B Kumar,408,319,19,24,13,0,8.13,22.74,16.79
2023,BA Stokes,18,6,0,0,0,0,18.0,inf,inf
2023,C Green,343,239,8,27,10,1,9.29,46.25,29.88
2023,C Sakariya,82,55,3,7,6,1,9.71,29.67,18.33
2023,CJ Jordan,228,140,3,13,8,0,10.33,80.33,46.67
2023,CV Varun,417,323,20,28,7,0,8.27,22.25,16.15
2023,D Jansen,49,28,1,4,4,0,11.36,53.0,28.0
2023,D Pretorius,24,28,0,5,4,0,6.21,inf,inf
2023,D Wiese,38,18,0,0,0,0,12.67,inf,inf
2023,DG Nalkande,43,25,1,2,0,1,10.8,45.0,25.0
2023,DJ Hooda,8,6,0,0,0,0,8.0,inf,inf
2023,DJ Willey,101,94,4,5,4,0,6.77,26.5,23.5
2023,DL Chahar,286,215,13,16,11,0,8.43,23.23,16.54
2023,Fazalhaq Farooqi,111,86,4,8,6,0,8.3,29.75,21.5
2023,GD Phillips,20,18,1,0,0,0,6.67,20.0,18.0
2023,GJ Maxwell,92,64,3,3,2,0,8.91,31.67,21.33
2023,Gurnoor Brar,39,21,0,3,1,2,12.0,inf,inf
2023,H Sharma,28,18,0,5,0,0,11.0,inf,inf
2023,HH Pandya,222,156,4,19,5,1,9.27,60.25,39.0
2023,HR Shokeen,178,119,3,12,3,2,9.58,63.33,39.67
2023,HV Patel,432,302,15,36,15,5,9.3,31.2,20.13
2023,Harpreet Brar,215,166,9,4,3,0,7.92,24.33,18.44
2023,Harshit Rana,141,108,6,12,5,1,8.5,25.5,18.0
2023,I Sharma,197,157,10,13,6,1,8.03,21.0,15.7
2023,J Little,287,211,9,9,7,0,8.42,32.89,23.44
2023,J Yadav,26,24,0,0,0,0,6.5,inf,inf
2023,JC Archer,177,129,2,25,7,2,9.4,101.0,64.5
2023,JD Unadkat,84,52,1,8,4,0,10.62,92.0,52.0
2023,JE Root,14,12,0,1,0,0,7.5,inf,inf
2023,JO Holder,279,176,4,11,5,0,9.89,72.5,44.0
2023,JP Behrendorff,373,262,17,22,10,0,9.05,23.24,15.41
2023,JR Hazlewood,73,57,3,3,1,2,8.0,25.33,19.0
2023,K Gowtham,114,100,3,4,4,0,7.08,39.33,33.33
2023,K Kartikeya,219,163,5,12,7,0,8.5,46.2,32.6
2023,K Khejroliya,62,28,2,2,0,2,13.71,32.0,14.0
2023,K Rabada,223,147,7,20,6,3,9.92,34.71,21.0
2023,K Yadav,68,42,2,0,0,0,9.71,34.0,21.0
2023,KH Pandya,312,253,9,8,1,0,7.59,35.56,28.11
2023,KK Ahmed,285,212,10,24,12,2,8.75,30.9,21.2
2023,KM Asif,129,91,3,10,6,1,9.16,46.33,30.33
2023,KR Mayers,55,46,0,4,2,2,7.7,inf,inf
2023,KR Sen,27,19,0,2,0,1,9.16,inf,inf
2023,KV Sharma,220,132,11,9,3,0,10.41,20.82,12.0
2023,Kartik Tyagi,85,44,1,7,3,4,12.55,92.0,44.0
2023,Kuldeep Yadav,355,300,10,11,6,0,7.32,36.6,30.0
2023,LH Ferguson,88,50,1,10,2,2,11.76,98.0,50.0
2023,LS Livingstone,94,42,2,0,0,0,13.43,47.0,21.0
2023,Lalit Yadav,114,82,3,6,4,0,8.78,40.0,27.33
2023,M Ashwin,52,25,0,1,0,1,12.72,inf,inf
2023,M Jansen,247,178,10,26,11,5,9.2,27.3,17.8
2023,M Markande,297,230,12,3,2,0,7.83,25.0,19.17
2023,M Pathirana,329,310,23,57,31,1,7.47,16.78,13.48
2023,M Theekshana,387,298,11,14,4,0,8.07,36.45,27.09
2023,MA Wood,124,102,11,18,5,1,8.35,12.91,9.27
2023,MG Bracewell,95,66,6,0,0,0,8.64,15.83,11.0
2023,MJ Santner,81,72,3,1,0,0,6.83,27.33,24.0
2023,MK Lomror,17,12,1,0,0,0,8.5,17.0,12.0
2023,MM Ali,194,157,9,4,1,0,7.57,22.0,17.44
2023,MM Sharma,358,268,31,4,3,0,8.1,11.68,8.65
2023,MP Stoinis,96,69,5,5,4,0,8.78,20.2,13.8
2023,MR Marsh,159,132,12,13,10,1,7.82,14.33,11.0
2023,MW Short,24,25,0,1,1,0,6.0,inf,inf
2023,Mayank Dagar,83,66,1,0,0,0,7.55,83.0,66.0
2023,Mohammed Shami,503,403,28,29,11,2,7.92,19.0,14.39
2023,Mohammed Siraj,341,329,20,54,27,2,7.2,19.75,16.45
2023,Mohit Rathee,29,12,0,0,0,0,14.5,inf,inf
2023,Mohsin Khan,103,64,3,8,4,0,10.41,37.0,21.33
2023,Mukesh Kumar,315,197,9,13,10,1,9.99,36.44,21.89
2023,Mustafizur Rahman,79,42,1,0,0,0,11.29,79.0,42.0
2023,N Rana,74,54,3,1,1,0,8.33,25.0,18.0
2023,NA Saini,31,15,0,4,0,3,14.0,inf,inf
2023,NT Ellis,333,233,13,9,3,2,8.81,26.31,17.92
2023,Navdeep Saini,39,25,3,1,1,0,9.6,13.33,8.33
2023,Naveen-ul-Haq,212,175,11,15,5,2,7.78,20.64,15.91
2023,Nithish Kumar Reddy,53,31,0,1,0,1,10.45,inf,inf
2023,Noor Ahmad,353,299,16,22,15,1,7.53,23.44,18.69
2023,OC McCoy,12,7,0,1,1,0,11.14,inf,inf
2023,P Dubey,18,19,1,1,1,0,6.0,19.0,19.0
2023,PP Chawla,490,371,23,9,5,0,8.07,21.7,16.13
2023,PWH de Silva,256,175,9,3,1,0,8.88,28.78,19.44
2023,R Ashwin,352,309,15,18,15,0,7.18,24.67,20.6
2023,R Dhawan,60,42,1,4,0,0,9.14,64.0,42.0
2023,R Goyal,33,24,0,1,0,0,8.5,inf,inf
2023,R Powell,16,14,1,2,1,1,7.71,18.0,14.0
2023,R Tewatia,14,14,0,1,1,0,6.43,inf,inf
2023,RA Jadeja,420,348,20,12,6,0,7.45,21.6,17.4
2023,RD Chahar,382,301,8,6,3,0,7.73,48.5,37.62
2023,RJW Topley,14,12,1,0,0,0,7.0,14.0,12.0
2023,RP Meredith,198,126,7,11,7,1,9.95,29.86,18.0
2023,RS Hangargekar,53,43,3,7,6,1,8.37,20.0,14.33
2023,Rashid Khan,547,407,28,10,5,0,8.21,19.89,14.54
2023,Ravi Bishnoi,382,312,17,12,7,2,7.58,23.18,18.35
2023,SM Curran,477,299,11,20,11,1,9.97,45.18,27.18
2023,SN Thakur,214,132,7,8,4,2,10.09,31.71,18.86
2023,SP Narine,374,296,11,15,8,0,7.89,35.36,26.91
2023,SSB Magala,50,37,1,2,1,0,8.43,52.0,37.0
2023,Sandeep Sharma,382,290,15,16,10,4,8.23,26.53,19.33
2023,Shahbaz Ahmed,95,42,1,0,0,0,13.57,95.0,42.0
2023,Sikandar Raza,111,76,3,13,3,1,9.79,41.33,25.33
2023,Suyash Sharma,316,239,11,14,4,1,8.28,30.0,21.73
2023,Swapnil Singh,18,12,0,0,0,0,9.0,inf,inf
2023,T Natarajan,404,276,13,12,6,0,9.04,32.0,21.23
2023,T Stubbs,14,12,1,0,0,0,7.0,14.0,12.0
2023,TA Boult,300,235,13,16,7,0,8.07,24.31,18.08
2023,TG Southee,79,36,2,0,0,0,13.17,39.5,18.0
2023,TU Deshpande,537,368,24,43,23,4,9.46,24.17,15.33
2023,Tilak Varma,6,7,0,1,1,0,6.0,inf,inf
2023,UT Yadav,187,116,1,3,2,0,9.83,190.0,116.0
2023,Umran Malik,207,124,6,12,4,0,10.6,36.5,20.67
2023,VG Arora,134,107,5,15,7,4,8.36,29.8,21.4
2023,Vijaykumar Vyshak,244,153,11,9,8,1,9.92,23.0,13.91
2023,Vivrant Sharma,34,21,0,3,2,1,10.57,inf,inf
2023,WD Parnell,230,157,9,7,5,1,9.06,26.33,17.44
2023,Washington Sundar,146,106,3,0,0,0,8.26,48.67,35.33
2023,YS Chahal,423,326,22,11,9,0,7.99,19.73,14.82
2023,Yash Dayal,161,88,2,4,4,0,11.25,82.5,44.0
2023,Yash Thakur,273,207,15,24,14,2,8.61,19.8,13.8
2023,Yudhvir Singh,64,50,3,9,2,0,8.76,24.33,16.67
2024,A Badoni,25,12,0,0,0,0,12.5,inf,inf
2024,A Kamboj,106,68,2,9,6,2,10.15,57.5,34.0
2024,A Mishra,20,12,1,0,0,0,10.0,20.0,12.0
2024,A Nortje,286,140,7,12,7,1,12.77,42.57,20.0
2024,AD Russell,283,188,19,21,12,0,9.7,16.0,9.89
2024,AK Markram,14,13,0,1,0,1,6.92,inf,inf
2024,AR Patel,336,265,11,4,1,0,7.7,30.91,24.09
2024,AS Joseph,108,64,1,15,6,0,11.53,123.0,64.0
2024,AS Roy,60,34,1,0,0,0,10.59,60.0,34.0
2024,Abhishek Sharma,51,42,2,0,0,0,7.29,25.5,21.0
2024,Akash Deep,53,23,1,2,2,0,14.35,55.0,23.0
2024,Akash Madhwal,195,119,6,14,8,2,10.54,34.83,19.83
2024,Arjun Tendulkar,21,15,0,1,1,0,8.8,inf,inf
2024,Arshad Khan,82,56,1,8,7,0,9.64,90.0,56.0
2024,Arshad Khan (2),22,13,0,3,1,0,11.54,inf,inf
2024,Arshdeep Singh,481,326,20,33,24,0,9.46,25.7,16.3
2024,Atharva Taide,4,1,0,0,0,0,24.0,inf,inf
2024,Avesh Khan,508,346,22,25,16,1,9.24,24.23,15.73
2024,Azmatullah Omarzai,181,131,4,13,5,0,8.89,48.5,32.75
2024,B Kumar,518,357,11,37,14,1,9.33,50.45,32.45
2024,C Green,291,223,12,14,12,0,8.21,25.42,18.58
2024,CV Varun,393,309,21,18,7,2,7.98,19.57,14.71
2024,DG Nalkande,43,31,3,3,2,0,8.9,15.33,10.33
2024,DJ Hooda,21,19,0,1,1,0,6.95,inf,inf
2024,DJ Mitchell,68,38,1,2,2,0,11.05,70.0,38.0
2024,DL Chahar,197,146,5,5,5,0,8.3,40.4,29.2
2024,G Coetzee,318,216,13,39,14,1,9.92,27.46,16.62
2024,GJ Maxwell,123,98,7,6,2,0,7.9,18.43,14.0
2024,Gulbadin Naib,12,6,0,0,0,0,12.0,inf,inf
2024,H Sharma,29,12,0,0,0,0,14.5,inf,inf
2024,HH Pandya,377,226,13,12,10,0,10.33,29.92,17.38
2024,HV Patel,450,317,30,35,21,2,9.18,16.17,10.57
2024,Harpreet Brar,297,230,7,12,2,0,8.06,44.14,32.86
2024,Harshit Rana,372,264,20,13,11,0,8.75,19.25,13.2
2024,I Sharma,241,182,12,25,19,1,8.77,22.17,15.17
2024,J Little,44,25,4,1,1,0,10.8,11.25,6.25
2024,JA Richardson,38,25,0,2,1,0,9.6,inf,inf
2024,JD Unadkat,306,200,9,15,13,0,9.63,35.67,22.22
2024,JJ Bumrah,315,328,21,26,13,4,6.24,16.24,15.62
2024,K Gowtham,28,13,0,2,1,0,13.85,inf,inf
2024,K Rabada,362,262,11,24,10,0,8.84,35.09,23.82
2024,KA Maharaj,39,36,2,0,0,0,6.5,19.5,18.0
2024,KH Pandya,240,205,6,18,7,0,7.55,43.0,34.17
2024,KK Ahmed,453,324,17,40,23,1,9.13,29.0,19.06
2024,KR Sen,115,79,6,12,6,1,9.65,21.17,13.17
2024,KT Maphaka,86,39,1,4,3,0,13.85,90.0,39.0
2024,KV Sharma,249,149,7,7,5,0,10.31,36.57,21.29
2024,Kartik Tyagi,49,26,0,3,2,0,12.0,inf,inf
2024,Kuldeep Yadav,363,267,16,13,8,1,8.45,23.5,16.69
2024,L Wood,91,38,1,3,1,1,14.84,94.0,38.0
2024,LB Williams,61,42,1,13,4,2,10.57,74.0,42.0
2024,LH Ferguson,252,147,10,8,0,3,10.61,26.0,14.7
2024,LS Livingstone,81,75,3,5,3,0,6.88,28.67,25.0
2024,Lalit Yadav,56,18,0,1,0,0,19.0,inf,inf
2024,M Jansen,116,68,2,18,6,2,11.82,67.0,34.0
2024,M Markande,249,142,8,10,9,1,10.94,32.38,17.75
2024,M Pathirana,154,145,13,21,13,0,7.24,13.46,11.15
2024,M Shahrukh Khan,15,12,0,1,0,0,8.0,inf,inf
2024,M Siddharth,66,58,1,6,1,3,7.45,72.0,58.0
2024,M Theekshana,143,121,2,3,1,0,7.24,73.0,60.5
2024,MA Starc,414,267,20,36,16,0,10.11,22.5,13.35
2024,MJ Henry,108,74,1,4,2,0,9.08,112.0,74.0
2024,MJ Santner,64,54,3,0,0,0,7.11,21.33,18.0
2024,MJ Suthar,26,12,0,0,0,0,13.0,inf,inf
2024,MK Lomror,15,9,0,3,3,0,12.0,inf,inf
2024,MM Ali,70,49,2,1,1,0,8.69,35.5,24.5
2024,MM Sharma,414,245,16,14,10,1,10.48,26.75,15.31
2024,MP Stoinis,119,87,5,8,3,0,8.76,25.4,17.4
2024,MP Yadav,82,76,8,6,2,1,6.95,11.0,9.5
2024,MR Marsh,97,54,1,6,6,0,11.44,103.0,54.0
2024,Mayank Dagar,115,72,1,7,1,0,10.17,122.0,72.0
2024,Mohammad Nabi,109,74,2,1,0,0,8.92,55.0,37.0
2024,Mohammed Siraj,469,350,15,38,26,0,8.69,33.8,23.33
2024,Mohsin Khan,375,237,10,10,9,0,9.75,38.5,23.7
2024,Mukesh Choudhary,26,7,0,1,0,1,23.14,inf,inf
2024,Mukesh Kumar,358,223,22,21,7,3,10.2,17.23,10.14
2024,Mustafizur Rahman,299,225,14,25,15,4,8.64,23.14,16.07
2024,N Burger,138,105,7,14,3,0,8.69,21.71,15.0
2024,N Thushara,239,172,8,20,14,2,9.03,32.38,21.5
2024,N Wadhera,13,12,0,0,0,0,6.5,inf,inf
2024,NT Ellis,24,24,1,0,0,0,6.0,24.0,24.0
2024,Naman Dhir,54,29,0,1,1,0,11.38,inf,inf
2024,Naveen-ul-Haq,359,232,15,16,10,3,9.7,25.0,15.47
2024,Nithish Kumar Reddy,145,87,4,9,7,1,10.62,38.5,21.75
2024,Noor Ahmad,284,214,8,13,5,0,8.33,37.12,26.75
2024,PJ Cummins,556,375,18,15,9,0,9.14,31.72,20.83
2024,PP Chawla,303,215,13,9,5,0,8.71,24.0,16.54
2024,PVD Chameera,47,19,0,2,1,0,15.47,inf,inf
2024,R Ashwin,439,346,9,30,16,0,8.13,52.11,38.44
2024,R Dhawan,34,19,0,5,1,0,12.32,inf,inf
2024,R Parag,26,19,0,1,1,0,8.53,inf,inf
2024,R Ravindra,7,12,0,0,0,0,3.5,inf,inf
2024,R Sai Kishore,134,93,7,3,3,0,8.84,19.57,13.29
2024,R Shepherd,154,76,2,8,4,0,12.79,81.0,38.0
